time               total        used        free      shared  buff/cache   available
2023-07-30 13:50:42  Mem:           125G         24G         83G        1.1M         17G         99G
2023-07-30 13:50:45  Mem:           125G         24G         83G        1.1M         17G         99G
2023-07-30 13:50:48  Mem:           125G         24G         83G        1.1M         17G         99G
2023-07-30 13:50:51  Mem:           125G         24G         83G        1.1M         17G         99G
2023-07-30 13:50:54  Mem:           125G         24G         82G        1.1M         17G         99G
2023-07-30 13:50:57  Mem:           125G         24G         82G        1.1M         17G         99G
2023-07-30 13:51:00  Mem:           125G         24G         82G        1.1M         17G         99G
2023-07-30 13:51:03  Mem:           125G         24G         82G        1.1M         17G         99G
2023-07-30 13:51:06  Mem:           125G         24G         82G        1.1M         17G         99G
2023-07-30 13:51:09  Mem:           125G         25G         82G        1.1M         17G         99G
2023-07-30 13:51:12  Mem:           125G         25G         82G        1.1M         17G         98G
2023-07-30 13:51:15  Mem:           125G         25G         82G        1.1M         17G         98G
2023-07-30 13:51:18  Mem:           125G         25G         82G        1.1M         17G         98G
2023-07-30 13:51:21  Mem:           125G         25G         81G        1.1M         17G         98G
2023-07-30 13:51:24  Mem:           125G         25G         81G        1.1M         17G         98G
2023-07-30 13:51:27  Mem:           125G         25G         81G        1.1M         18G         98G
2023-07-30 13:51:30  Mem:           125G         25G         81G        1.1M         18G         98G
2023-07-30 13:51:33  Mem:           125G         25G         81G        1.1M         18G         98G
2023-07-30 13:51:36  Mem:           125G         25G         81G        1.1M         18G         98G
2023-07-30 13:51:39  Mem:           125G         25G         81G        1.1M         18G         98G
2023-07-30 13:51:42  Mem:           125G         25G         81G        1.1M         18G         98G
2023-07-30 13:51:45  Mem:           125G         25G         81G        1.1M         18G         98G
2023-07-30 13:51:48  Mem:           125G         25G         81G        1.1M         18G         98G
2023-07-30 13:51:51  Mem:           125G         25G         80G        1.1M         18G         98G
2023-07-30 13:51:54  Mem:           125G         25G         80G        1.1M         18G         98G
2023-07-30 13:51:57  Mem:           125G         25G         80G        1.1M         18G         98G
2023-07-30 13:52:00  Mem:           125G         25G         80G        1.1M         18G         98G
2023-07-30 13:52:03  Mem:           125G         26G         80G        1.1M         18G         98G
2023-07-30 13:52:06  Mem:           125G         26G         80G        1.1M         18G         97G
2023-07-30 13:52:09  Mem:           125G         26G         80G        1.1M         18G         97G
2023-07-30 13:52:12  Mem:           125G         26G         80G        1.1M         18G         97G
2023-07-30 13:52:15  Mem:           125G         26G         80G        1.1M         18G         97G
2023-07-30 13:52:18  Mem:           125G         26G         79G        1.1M         18G         97G
2023-07-30 13:52:21  Mem:           125G         26G         79G        1.1M         19G         97G
2023-07-30 13:52:24  Mem:           125G         26G         79G        1.1M         19G         97G
2023-07-30 13:52:27  Mem:           125G         26G         79G        1.1M         19G         97G
2023-07-30 13:52:30  Mem:           125G         26G         79G        1.1M         19G         97G
2023-07-30 13:52:33  Mem:           125G         26G         79G        1.1M         19G         97G
2023-07-30 13:52:36  Mem:           125G         26G         79G        1.1M         19G         97G
2023-07-30 13:52:39  Mem:           125G         26G         79G        1.1M         19G         97G
2023-07-30 13:52:42  Mem:           125G         26G         79G        1.1M         19G         97G
2023-07-30 13:52:45  Mem:           125G         26G         78G        1.1M         19G         97G
2023-07-30 13:52:48  Mem:           125G         26G         78G        1.1M         19G         97G
2023-07-30 13:52:51  Mem:           125G         26G         78G        1.1M         19G         97G
2023-07-30 13:52:54  Mem:           125G         26G         78G        1.1M         19G         97G
2023-07-30 13:52:57  Mem:           125G         26G         78G        1.1M         19G         97G
2023-07-30 13:53:00  Mem:           125G         26G         78G        1.1M         19G         97G
2023-07-30 13:53:03  Mem:           125G         27G         78G        1.1M         19G         96G
2023-07-30 13:53:06  Mem:           125G         27G         78G        1.1M         19G         96G
2023-07-30 13:53:09  Mem:           125G         27G         77G        1.1M         19G         96G
