time               total        used        free      shared  buff/cache   available
2023-07-31 17:56:56  Mem:           125G         46G         43G        1.1M         35G         77G
2023-07-31 17:56:59  Mem:           125G         46G         43G        1.1M         35G         77G
2023-07-31 17:57:02  Mem:           125G         46G         43G        1.1M         35G         77G
2023-07-31 17:57:05  Mem:           125G         46G         43G        1.1M         35G         77G
2023-07-31 17:57:08  Mem:           125G         46G         43G        1.1M         35G         77G
2023-07-31 17:57:11  Mem:           125G         46G         43G        1.1M         35G         77G
2023-07-31 17:57:14  Mem:           125G         46G         43G        1.1M         35G         77G
2023-07-31 17:57:17  Mem:           125G         46G         42G        1.1M         35G         77G
2023-07-31 17:57:20  Mem:           125G         46G         42G        1.1M         35G         77G
2023-07-31 17:57:23  Mem:           125G         46G         42G        1.1M         35G         77G
2023-07-31 17:57:26  Mem:           125G         46G         42G        1.1M         35G         77G
